date,maxtp,mintp,rain,people_vaccinated,total_boosters,congestion,C1_School closing,C2_Workplace closing,C3_Cancel public events,C4_Restrictions on gatherings,C5_Close public transport,C6_Stay at home requirements,C7_Restrictions on internal movement,C8_International travel controls,Retail and Recreation,Grocery and Pharmacy,Parks,Transit Stations,Workplaces,Residential,Daily_Confirmed,Wate Qty
7-Feb-21,5.3,2.6,0.2,165219,0,13,3,3,2,4,1,2,2,3,-67,-19,-29,-75,-31,16,382,119.48
8-Feb-21,3.4,0.7,1.2,166358,0,19,3,3,2,4,1,2,2,3,-60,-19,-26,-75,-62,27,163,19
9-Feb-21,2.6,0.9,1.2,170570,0,20,3,3,2,4,1,2,2,3,-60,-13,-22,-74,-62,27,516,93.64
10-Feb-21,3.9,-0.1,0.5,179359,0,22,3,3,2,4,1,2,2,3,-59,-11,-4,-73,-61,28,280,91.88
11-Feb-21,2.5,0.8,0,185504,0,19,3,3,2,4,1,2,2,3,-61,-13,-34,-75,-61,30,414,174.44
12-Feb-21,5,1.4,0,189864,0,22,3,3,2,4,1,2,2,3,-59,-4,-16,-73,-59,29,429,141.92
13-Feb-21,5.3,0.3,0.9,191053,0,17,3,3,2,4,1,2,2,3,-63,0,-42,-74,-35,18,310,98.08
14-Feb-21,13.1,5.1,1.6,193732,0,12,3,3,2,4,1,2,2,3,-65,-16,-32,-74,-31,16,333,32.2
15-Feb-21,13.5,6.9,1.3,195664,0,21,3,3,2,4,1,2,2,3,-54,-12,37,-70,-62,25,299,49.2
16-Feb-21,11.6,6.9,0.1,201270,0,23,3,3,2,4,1,2,2,3,-54,-4,51,-70,-61,25,189,102.12
17-Feb-21,10.9,5.8,1.1,210974,0,23,3,3,2,4,1,2,2,3,-56,-9,29,-71,-61,26,437,121.4
18-Feb-21,10.6,2,6,219413,0,24,3,3,2,4,1,2,2,3,-56,-8,12,-72,-61,27,252,61.6
19-Feb-21,13.7,7.5,5.7,228776,0,23,3,3,2,4,1,2,2,3,-59,-7,-27,-73,-60,29,376,116.28
20-Feb-21,13.3,6.5,1.4,234640,0,18,3,3,2,4,1,2,2,3,-63,-6,-33,-72,-32,18,228,92.4
21-Feb-21,13,7.1,0,235736,0,20,3,3,2,4,1,2,2,3,-57,-8,52,-65,-27,13,278,22.96
22-Feb-21,12.8,1.5,0,239660,0,23,3,3,2,4,1,2,2,3,-52,-11,54,-69,-60,24,218,78.12
23-Feb-21,14.6,9.1,10.8,252992,0,21,3,3,2,4,1,2,2,3,-60,-16,-40,-75,-61,27,173,136.52
24-Feb-21,11.7,7,0.9,269896,0,23,3,3,2,4,1,2,2,3,-55,-7,3,-71,-60,26,223,92.96
25-Feb-21,10.6,1.7,0.3,287933,0,26,3,3,2,4,1,2,2,3,-53,-3,32,-70,-59,26,278,108.12
26-Feb-21,11.9,0.6,0,303988,0,27,3,3,2,4,1,2,2,3,-53,2,45,-67,-57,26,310,96
27-Feb-21,11.8,1.4,0,312946,0,21,3,3,2,4,1,2,2,3,-56,3,45,-64,-29,14,288,73.28
28-Feb-21,11.1,1.4,0,315369,0,20,3,3,2,4,1,2,2,3,-54,-2,65,-62,-25,12,238,34.28
1-Mar-21,10.3,1.2,0,320922,0,25,2,3,2,4,1,2,2,3,-51,-7,27,-69,-58,23,159,13.6
2-Mar-21,8.5,-0.8,0,333068,0,26,2,3,2,4,1,2,2,3,-51,0,18,-69,-57,24,232,132.8
3-Mar-21,5.9,4.5,0,345903,0,25,2,3,2,4,1,2,2,3,-53,-4,1,-70,-57,25,206,135.2
4-Mar-21,6.2,3.3,0.1,364597,0,26,2,3,2,4,1,2,2,3,-54,-4,-7,-71,-57,26,279,70.68
5-Mar-21,6.1,-2,0,382999,0,28,2,3,2,4,1,2,2,3,-53,2,12,-67,-55,25,244,93.28
6-Mar-21,9,-1.8,0,393405,0,23,2,3,2,4,1,2,2,3,-54,5,35,-65,-28,14,213,150.52
7-Mar-21,10.7,-2.6,0,394902,0,19,2,3,2,4,1,2,2,3,-53,-3,53,-63,-24,12,183,94
8-Mar-21,12.2,4.6,0.3,401524,0,25,2,3,2,4,1,2,2,3,-49,-4,18,-68,-57,23,135,129.48
9-Mar-21,10.8,6,0.7,415293,0,26,2,3,2,4,1,2,2,3,-52,-3,6,-69,-57,24,249,87.6
10-Mar-21,13.3,7.3,6.2,428961,0,26,2,3,2,4,1,2,2,3,-55,-7,-31,-71,-57,26,252,39.44
11-Mar-21,9.5,2.6,6.1,447364,0,27,2,3,2,4,1,2,2,3,-54,-3,-18,-70,-56,26,243,195.96
12-Mar-21,8.8,1.6,6.1,464632,0,31,2,3,2,4,1,2,2,3,-51,5,1,-68,-54,25,234,102.52
13-Mar-21,8.5,3.2,3.7,472873,0,25,2,3,2,4,1,2,2,3,-52,14,10,-65,-25,14,145,106.64
14-Mar-21,10.9,4.1,1.2,473226,0,15,2,3,2,4,1,2,2,3,-60,-7,-32,-70,-17,13,230,5.76
15-Mar-21,13.4,6,3.3,475817,0,28,2,3,2,4,1,2,2,3,-48,-5,20,-66,-56,22,157,116
16-Mar-21,14.9,4.9,0.3,484703,0,33,2,3,2,4,1,2,2,3,-42,15,78,-63,-55,20,228,111.12
17-Mar-21,14.6,2.5,0.1,489555,0,17,2,3,2,4,1,2,2,3,-53,-7,145,-73,-80,30,260,101.48
18-Mar-21,15.1,8.5,0.2,501211,0,28,2,3,2,4,1,2,2,3,-52,-2,17,-69,-57,25,215,46.76
19-Mar-21,13.2,3.2,0,511500,0,32,2,3,2,4,1,2,2,3,-51,4,42,-65,-54,24,264,103.2
20-Mar-21,13.5,4.6,0,516672,0,22,2,3,2,4,1,2,2,3,-56,3,29,-65,-26,15,283,97.72
21-Mar-21,13.3,6.5,0.1,520259,0,19,2,3,2,4,1,2,2,3,-53,-2,51,-64,-21,12,242,20.64
22-Mar-21,10.4,7.7,0,527600,0,28,2,3,2,4,1,2,2,3,-49,-5,14,-67,-55,22,152,126.68
23-Mar-21,13.1,5.2,1.3,540103,0,29,2,3,2,4,1,2,2,3,-48,1,24,-67,-55,22,301,128.24
24-Mar-21,13.1,4.4,0.1,553652,0,31,2,3,2,4,1,2,2,3,-49,1,26,-67,-55,23,247,170.68
25-Mar-21,12.8,6.6,0,574449,0,31,2,3,2,4,1,2,2,3,-49,2,6,-68,-54,24,212,101.52
26-Mar-21,9.8,1.9,2.3,594084,0,34,2,3,2,4,1,2,2,3,-51,3,-5,-67,-53,25,302,89.52
27-Mar-21,11.1,1.9,1.1,605762,0,23,2,3,2,4,1,2,2,3,-54,5,13,-66,-24,15,220,82.56
28-Mar-21,15.9,10.4,1,618220,0,17,2,3,2,4,1,2,2,3,-57,-9,-3,-68,-24,14,250,23.92
29-Mar-21,17.5,11.8,0,630678,0,26,2,3,2,4,1,2,2,3,-44,-2,78,-65,-59,22,125,110.4
30-Mar-21,16.4,6.5,0,646412,0,30,2,3,2,4,1,2,2,3,-43,6,125,-63,-57,21,144,105.92
31-Mar-21,15.5,5.7,0,666024,0,28,2,3,2,4,1,2,2,3,-45,5,55,-66,-58,23,364,123.52
1-Apr-21,9.4,7.3,0,686093,0,30,2,3,2,4,1,2,2,3,-44,11,13,-67,-58,24,280,116.16
2-Apr-21,10.2,1.3,0,693584,0,28,2,3,2,4,1,2,2,3,-47,12,79,-66,-66,26,243,87.16
3-Apr-21,12.3,-0.7,0,696567,0,24,2,3,2,4,1,2,2,3,-53,14,62,-61,-26,12,173,124.12
4-Apr-21,14,0,0,699947,0,16,2,3,2,4,1,2,2,3,-69,-29,35,-66,-21,12,152,21.12
5-Apr-21,8.2,-0.2,0.1,711853,0,15,2,3,2,4,1,2,2,3,-51,-15,53,-77,-82,30,207,109.76
6-Apr-21,8.5,-1.5,0.3,730117,0,25,2,3,2,4,1,2,2,3,-48,1,21,-69,-61,24,193,124.8
7-Apr-21,8.6,0.6,0.3,750216,0,26,2,3,2,4,1,2,2,3,-50,-3,21,-69,-60,25,162,51.72
8-Apr-21,11.5,5.1,0.9,770851,0,25,2,3,2,4,1,2,2,3,-51,-2,13,-69,-59,25,227,127.96
9-Apr-21,8.4,0.3,2.4,781951,0,28,2,3,2,4,1,2,2,3,-52,-1,15,-68,-57,25,197,103.44
10-Apr-21,8.8,-2.9,0.1,784759,0,23,2,3,2,4,1,2,2,3,-54,4,36,-64,-23,14,137,88.68
11-Apr-21,9.3,-2.2,2.8,792471,0,19,2,3,2,4,1,2,2,3,-54,-4,21,-66,-22,13,175,165.6
12-Apr-21,10.8,2.7,1.2,803908,0,37,1,3,2,4,1,2,2,3,-47,-4,15,-64,-53,20,163,91.16
13-Apr-21,12,1.3,0.1,824181,0,39,1,3,2,4,1,2,2,3,-45,4,61,-62,-52,19,159,118.8
14-Apr-21,12.5,2.2,0,851221,0,41,1,3,2,4,1,2,2,3,-45,4,81,-61,-53,20,106,141.84
15-Apr-21,13.3,0.3,0,879122,0,42,1,3,2,4,1,2,2,3,-47,3,43,-63,-52,21,147,91.36
16-Apr-21,13.5,-0.6,0,894907,0,45,1,3,2,4,1,2,2,3,-46,6,49,-61,-50,20,157,95.48
17-Apr-21,14.4,-1,0,895934,0,37,1,3,2,4,1,2,2,3,-48,8,97,-54,-23,10,112,98.28
18-Apr-21,12,5,0.9,902616,0,22,1,3,2,4,1,2,2,3,-53,-3,16,-65,-23,12,172,13.68
19-Apr-21,13.5,4.7,0.6,917613,0,35,1,3,2,4,1,2,2,3,-44,-2,43,-62,-52,20,171,121.96
20-Apr-21,12.1,7.5,0.8,944227,0,38,1,3,2,4,1,2,2,3,-44,5,57,-62,-51,20,178,141.2
21-Apr-21,13.5,3.8,0,975779,0,39,1,3,2,4,1,2,2,3,-45,4,67,-61,-51,20,233,127.16
22-Apr-21,14.2,3,0,1009295,0,43,1,3,2,4,1,2,2,3,-44,5,76,-61,-50,20,214,139.2
23-Apr-21,15.7,1.7,0,1032899,0,46,1,3,2,4,1,2,2,3,-45,10,73,-60,-48,19,203,105.44
24-Apr-21,16.1,3.4,0,1042598,0,33,1,3,2,4,1,2,2,3,-48,10,111,-52,-21,9,168,79.12
25-Apr-21,11.7,3.5,0,1058105,0,27,1,3,2,4,1,2,2,3,-48,3,68,-58,-21,9,160,27.32
26-Apr-21,17,1.3,0,1083941,0,40,1,3,2,4,1,2,2,3,-42,1,98,-59,-50,18,153,156
27-Apr-21,12,7,2,1109893,0,39,1,3,2,4,1,2,2,3,-45,4,42,-63,-50,19,127,131.72
28-Apr-21,11,4.7,0,1141508,0,42,1,3,2,4,1,2,2,3,-45,4,39,-63,-50,20,167,144.4
29-Apr-21,10.9,1,2.4,1177535,0,42,1,3,2,4,1,2,2,3,-45,6,30,-63,-50,21,263,132.68
30-Apr-21,10,-0.6,1.3,1194010,0,43,1,3,2,4,1,2,2,3,-44,12,41,-60,-50,20,162,108.72
1-May-21,11.7,-0.2,0,1206381,0,30,1,3,2,4,1,2,2,3,-49,10,59,-58,-23,10,173,116.28
2-May-21,13.4,2.2,0,1220555,0,23,1,3,2,4,1,2,2,3,-49,-3,48,-59,-21,9,212,103.68
3-May-21,13.2,5.3,12,1247094,0,15,1,3,2,4,1,2,2,3,-51,-16,-13,-78,-83,30,130,81.88
4-May-21,11.5,3,1,1279135,0,36,1,3,2,4,1,2,2,3,-43,7,38,-64,-54,20,165,68.36
5-May-21,11.2,0.5,3,1316428,0,38,1,3,2,4,1,2,2,3,-47,2,19,-64,-51,21,171,153.44
6-May-21,12.7,-0.9,0,1356993,0,42,1,3,2,4,1,2,2,3,-44,5,49,-62,-50,20,193,105.64
7-May-21,12.2,0.7,0,1382496,0,44,1,3,2,4,1,2,2,3,-44,8,65,-60,-47,19,203,113.08
8-May-21,19.2,5.7,15.7,1402101,0,27,1,3,2,4,1,2,2,3,-49,7,56,-59,-21,11,253,97.2
9-May-21,14.7,8.9,0,1430971,0,21,1,3,2,4,1,2,2,3,-50,-1,23,-63,-22,11,180,29.76
10-May-21,15.9,8.3,3.6,1464935,0,41,1,2,2,3,1,0,0,3,-37,0,25,-60,-49,18,166,152.52
11-May-21,15.7,4.9,0,1496244,0,48,1,2,2,3,1,0,0,3,-34,10,97,-56,-48,16,228,139.16
12-May-21,12.7,2.6,2.6,1532252,0,44,1,2,2,3,1,0,0,3,-38,6,31,-58,-50,19,197,83.84
13-May-21,14.8,2.6,0,1570560,0,44,1,2,2,3,1,0,0,3,-37,8,55,-58,-49,18,242,140.52
14-May-21,14.8,4.2,0,1599287,0,47,1,2,2,3,1,0,0,3,-39,10,48,-56,-47,17,217,86.16
15-May-21,13.1,7.1,8.4,1622371,0,28,1,2,2,3,1,0,0,3,-47,6,15,-56,-22,9,109,108.4
16-May-21,15.1,4,1,1657759,0,24,1,2,2,3,1,0,0,3,-45,0,54,-52,-19,7,109,47.4
17-May-21,16,4.9,2.2,1696798,0,42,1,2,2,3,1,0,0,3,-25,5,43,-52,-49,16,131,129.048
18-May-21,14.7,3.7,8.4,1733882,0,47,1,2,2,3,1,0,0,3,-26,11,46,-52,-48,17,190,124.88
19-May-21,17,4.5,0.1,1772934,0,47,1,2,2,3,1,0,0,3,-26,12,76,-52,-48,16,154,150
20-May-21,14.6,9,8.2,1813551,0,48,1,2,2,3,1,0,0,3,-36,7,-16,-59,-49,20,203,110.48
21-May-21,11.6,8.4,10,1843530,0,55,1,2,2,3,1,0,0,3,-37,12,-11,-55,-47,19,143,80.88
22-May-21,13.9,3.5,0,1861861,0,34,1,2,2,3,1,0,0,3,-34,16,57,-43,-16,6,169,107.6
23-May-21,13.9,3.2,4.8,1892694,0,21,1,2,2,3,1,0,0,3,-40,2,-9,-53,-21,9,121,28.08
24-May-21,16,2.8,0,1926074,0,41,1,2,2,3,1,0,0,3,-27,8,64,-53,-49,16,113,117.4
25-May-21,16,6.1,2.7,1948922,0,45,1,2,2,3,1,0,0,3,-29,12,55,-53,-48,16,160,124.48
26-May-21,16.7,6.3,0,1966328,0,46,1,2,2,3,1,0,0,3,-28,14,88,-53,-48,16,120,181.44
27-May-21,18,5.1,4.6,1994729,0,52,1,2,2,3,1,0,0,3,-31,12,30,-55,-49,18,155,47.2
28-May-21,14.3,11,8.6,2019591,0,54,1,2,2,3,1,0,0,3,-33,17,4,-53,-47,17,155,98.44
29-May-21,18,9.4,0,2043939,0,34,1,2,2,3,1,0,0,3,-36,16,80,-42,-17,4,130,134.08
30-May-21,22.4,7.8,0,2069765,0,34,1,2,2,3,1,0,0,3,-37,8,89,-40,-21,2,114,67.24
31-May-21,21,7.7,0,2100733,0,42,1,2,2,3,1,0,0,3,-23,14,108,-52,-51,15,113,134.24
1-Jun-21,20.9,11.8,0,2123218,0,44,1,2,2,3,1,0,0,3,-22,20,129,-50,-50,15,124,188.6
2-Jun-21,19,11.5,0,2141704,0,44,1,2,2,3,1,0,0,3,-27,16,51,-54,-50,17,168,100.6
3-Jun-21,19.9,10,0,2170698,0,48,1,2,2,3,1,0,0,3,-25,18,77,-51,-50,16,164,76.28
4-Jun-21,20.1,9.6,0,2191507,0,55,1,2,2,3,1,0,0,3,-30,17,60,-50,-51,14,148,106.64
5-Jun-21,19.8,8.2,0.1,2211333,0,27,1,2,2,3,1,0,0,3,-40,8,31,-45,-21,4,93,166.44
6-Jun-21,17.5,6.1,0,2230996,0,21,1,2,2,3,1,0,0,3,-40,-3,37,-46,-22,2,86,45.84
7-Jun-21,20.2,9.2,0,2257279,0,19,1,2,1,3,1,0,0,3,-21,-4,116,-58,-82,14,74,110.12
8-Jun-21,19.8,11.9,0,2290058,0,36,1,2,1,3,1,0,0,3,-22,15,70,-53,-54,14,80,107.6
9-Jun-21,22.5,15.4,0,2317831,0,40,1,2,1,3,1,0,0,3,-24,12,60,-52,-51,15,89,159.56
10-Jun-21,22.5,13.6,0,2344123,0,42,1,2,1,3,1,0,0,3,-24,12,55,-52,-50,15,77,164.12
11-Jun-21,18.9,11,0,2356274,0,46,1,2,1,3,1,0,0,3,-28,12,46,-50,-48,13,98,70.72
12-Jun-21,20,10.1,0,2365550,0,27,1,2,1,3,1,0,0,3,-33,9,57,-42,-15,3,86,63.92
13-Jun-21,25.6,13.4,0,2381458,0,25,1,2,1,3,1,0,0,3,-35,1,57,-41,-18,1,80,19.04
14-Jun-21,18.7,10.7,0.2,2396179,0,35,1,2,1,3,1,0,0,3,-22,9,50,-53,-51,14,83,150.36
15-Jun-21,23.4,7.1,0,2409648,0,39,1,2,1,3,1,0,0,3,-20,15,102,-50,-49,13,114,127.16
16-Jun-21,18.9,11.2,1.1,2431573,0,41,1,2,1,3,1,0,0,3,-23,12,45,-52,-50,14,107,139.48
17-Jun-21,19.3,8,0,2443980,0,40,1,2,1,3,1,0,0,3,-23,12,45,-53,-50,14,125,95.2
18-Jun-21,16.7,5.7,0,2450568,0,46,1,2,1,3,1,0,0,3,-26,11,42,-50,-48,12,119,122.68
19-Jun-21,17.8,5.3,0,2459143,0,31,1,2,1,3,1,0,0,3,-31,10,53,-40,-14,2,94,113.4
20-Jun-21,17.4,10.9,0,2475011,0,21,1,2,1,3,1,0,0,3,-29,4,37,-45,-14,1,75,57.12
21-Jun-21,18.4,9.4,0,2490709,0,34,1,2,1,3,1,0,0,3,-22,6,65,-53,-51,14,106,107.76
22-Jun-21,18.5,5.2,0.3,2511485,0,40,1,2,1,3,1,0,0,3,-22,12,77,-52,-49,14,131,112.32
23-Jun-21,19.1,10,8,2531367,0,41,1,2,1,3,1,0,0,3,-28,7,11,-54,-50,16,99,151.96
24-Jun-21,19.5,11.6,3.9,2547202,0,43,1,2,1,3,1,0,0,3,-25,9,18,-55,-50,16,116,125.68
25-Jun-21,14.2,9.8,0.6,2556588,0,42,1,2,1,3,1,0,0,3,-28,10,11,-53,-48,14,156,124.56
26-Jun-21,15.2,9.5,0,2565269,0,27,1,2,1,3,1,0,0,3,-31,7,32,-44,-12,3,121,106.76
27-Jun-21,18.8,7.6,0,2589837,0,21,1,2,1,3,1,0,0,3,-29,0,48,-44,-13,2,121,26.56
28-Jun-21,20.8,9.3,0,2618607,0,32,1,2,1,3,1,0,0,3,-20,7,61,-53,-52,13,157,104
29-Jun-21,23.4,10.5,0,2641546,0,40,1,2,1,3,1,0,0,3,-22,10,97,-53,-51,12,168,126.48
30-Jun-21,20.3,10.4,0,2656896,0,42,1,2,1,3,1,0,0,3,-21,10,77,-51,-51,12,179,169.56
1-Jul-21,20.1,9.2,0,2671170,0,39,1,2,1,3,1,0,0,3,-21,8,53,-53,-53,15,211,93.12
2-Jul-21,20.2,10.9,0,2680829,0,43,1,2,1,3,1,0,0,3,-27,8,35,-52,-50,13,205,13.76
3-Jul-21,19.8,13.1,1,2687386,0,25,1,2,1,3,1,0,0,3,-33,6,15,-44,-12,4,165,23.88
4-Jul-21,20.8,12.9,12,2708086,0,20,1,2,1,3,0,0,0,3,-31,-4,5,-47,-14,4,138,170.8
5-Jul-21,20,10.4,0.1,2725768,0,33,1,2,1,3,0,0,0,3,-19,6,61,-53,-54,14,146,58.56
6-Jul-21,17.8,10.1,25.6,2750300,0,39,1,2,1,3,0,0,0,3,-26,4,4,-56,-53,16,214,78.32
7-Jul-21,20.8,11.9,0,2773887,0,34,1,2,1,3,0,0,0,3,-22,9,48,-52,-53,14,186,96.16
8-Jul-21,19.1,12.8,0,2793766,0,36,1,2,1,3,0,0,0,3,-22,7,40,-53,-53,15,219,86.92
9-Jul-21,17.7,14.2,0,2806596,0,39,1,2,1,3,0,0,0,3,-27,6,27,-52,-51,14,225,88.8
10-Jul-21,20,11.9,0,2823880,0,27,1,2,1,3,0,0,0,3,-31,6,47,-40,-11,2,167,107.12
11-Jul-21,17.1,12.3,12.2,2846918,0,20,1,2,1,3,0,0,0,3,-37,-4,-30,-50,-14,4,161,79.6
12-Jul-21,20.8,14,0.4,2875336,0,29,1,2,1,3,0,0,0,3,-20,4,44,-54,-55,15,143,132.12
13-Jul-21,20.5,12.2,0,2905303,0,34,1,2,1,3,0,0,0,3,-20,9,78,-52,-53,14,295,119.2
14-Jul-21,23,11.6,0,2938322,0,36,1,2,1,3,0,0,0,3,-21,8,78,-50,-53,14,327,140.52
15-Jul-21,25,14.9,0,2970878,0,36,1,2,1,3,0,0,0,3,-22,7,60,-51,-53,14,440,119.52
16-Jul-21,25.4,14.3,0,2986924,0,38,1,2,1,3,0,0,0,3,-26,9,62,-48,-51,11,443,109.6
17-Jul-21,28,13.8,0,3005619,0,25,1,2,1,3,0,0,0,3,-37,6,62,-35,-12,0,426,66.6
18-Jul-21,25.1,15.3,0,3036571,0,21,1,2,1,3,0,0,0,3,-33,0,43,-38,-12,0,302,42.04
